BookingID,CustomerID,AgeGroup,Gender,State,City,Airline,Destination,BookingDate,FlightType,TicketPrice,Class,BookingChannel,FrequentFlyer,AffinityIndex
A04107,C00072,45-54,Female,Oregon,Salem,Delta Airlines,"Toronto, Canada",2024-09-02,International,729.07,Economy,Travel Agency,Yes,112
A04108,C00856,18-24,Male,Arizona,Phoenix,Alaska Airlines,"Toronto, Canada",2024-08-22,International,3177.52,First,Mobile App,No,154
A04109,C00980,35-44,Female,Florida,Miami,Alaska Airlines,"Vancouver, Canada",2024-10-07,International,1252.57,Business,Travel Agency,No,125
A04110,C00082,25-34,Male,Georgia,Augusta,Alaska Airlines,"Toronto, Canada",2024-10-20,International,753.52,Economy,Website,Yes,137
A04111,C00373,25-34,Female,Illinois,Naperville,Alaska Airlines,"Las Vegas, NV",2024-07-25,Domestic,1178.17,First,Travel Agency,Yes,166
A04112,C00353,55-64,Male,Arizona,Flagstaff,United Airlines,"Paris, France",2024-08-22,International,662.59,Economy,Travel Agency,Yes,175
A04113,C00875,45-54,Female,Oregon,Bend,Southwest Airlines,"San Juan, Puerto Rico",2024-10-01,International,4215.65,First,Mobile App,Yes,175
A04114,C00402,45-54,Female,Texas,Austin,Alaska Airlines,"Chicago, IL",2024-07-23,Domestic,642.4,Business,Travel Agency,Yes,147
A04115,C00284,55-64,Female,California,Los Angeles,Southwest Airlines,"Miami, FL",2024-09-16,Domestic,659.82,Business,Website,No,150
A04116,C00791,45-54,Male,Illinois,Aurora,United Airlines,"Chicago, IL",2024-08-16,Domestic,586.58,Business,Mobile App,No,128
A04117,C00896,18-24,Male,Oregon,Eugene,American Airlines,"Paris, France",2024-06-02,International,3561.94,First,Travel Agency,Yes,105
A04118,C00066,55-64,Female,Texas,Austin,Alaska Airlines,"Miami, FL",2024-07-28,Domestic,255.19,Economy,Travel Agency,No,136
A04119,C00760,25-34,Female,Arizona,Tucson,Alaska Airlines,"Vancouver, Canada",2024-06-17,International,539.52,Economy,Travel Agency,No,200
A04120,C00830,45-54,Female,Oregon,Salem,Alaska Airlines,"Atlanta, GA",2024-09-10,Domestic,1396.88,First,Travel Agency,Yes,171
A04121,C00849,55-64,Female,Florida,Tampa,United Airlines,"Las Vegas, NV",2024-07-23,Domestic,273.15,Economy,Website,Yes,171
A04122,C00082,25-34,Male,Georgia,Augusta,Southwest Airlines,"Cozumel, Mexico",2024-08-12,International,663.63,Economy,Website,Yes,172
A04123,C00334,18-24,Female,Texas,Austin,Alaska Airlines,"Seattle, WA",2024-10-16,Domestic,654.62,Business,Travel Agency,No,164
A04124,C00838,35-44,Male,California,Los Angeles,American Airlines,"Paris, France",2024-06-25,International,599.25,Economy,Website,Yes,123
A04125,C00799,45-54,Female,California,San Diego,Delta Airlines,"Seattle, WA",2024-06-20,Domestic,487.34,Premium Economy,Travel Agency,No,113
A04126,C00619,35-44,Female,Georgia,Atlanta,Southwest Airlines,"San Juan, Puerto Rico",2024-11-05,International,1015.91,Premium Economy,Mobile App,Yes,149
A04127,C00751,65+,Female,California,San Francisco,United Airlines,"Seattle, WA",2024-07-08,Domestic,299.47,Premium Economy,Mobile App,No,150
A04128,C00543,25-34,Male,Arizona,Scottsdale,American Airlines,"Chicago, IL",2024-10-18,Domestic,455.97,Business,Mobile App,Yes,187
A04129,C00795,45-54,Male,Florida,Tampa,United Airlines,"Chicago, IL",2024-08-02,Domestic,392.85,Premium Economy,Website,Yes,161
A04130,C00353,55-64,Male,Arizona,Flagstaff,Delta Airlines,"Miami, FL",2024-07-22,Domestic,412.09,Premium Economy,Travel Agency,Yes,147
A04131,C00053,45-54,Female,Georgia,Savannah,Alaska Airlines,"Miami, FL",2024-06-21,Domestic,570.63,Business,Mobile App,No,178
A04132,C00233,45-54,Male,Arizona,Tucson,United Airlines,"Chicago, IL",2024-09-10,Domestic,724.09,First,Travel Agency,Yes,116
A04133,C00938,25-34,Female,Florida,Jacksonville,Alaska Airlines,"Las Vegas, NV",2024-08-26,Domestic,512.49,Business,Travel Agency,No,126
A04134,C00978,45-54,Male,New York,New York City,American Airlines,"Paris, France",2024-09-16,International,1135.57,Premium Economy,Mobile App,No,115
A04135,C00026,45-54,Female,Georgia,Savannah,Delta Airlines,"Toronto, Canada",2024-09-22,International,1166.42,Premium Economy,Travel Agency,Yes,181
A04136,C00498,65+,Male,Arizona,Scottsdale,Southwest Airlines,"Grand Cayman, Cayman Islands",2024-07-19,International,592.14,Economy,Website,No,179
A04137,C00761,45-54,Male,Oregon,Bend,American Airlines,"Mexico City, Mexico",2024-05-25,International,3751.78,First,Travel Agency,Yes,103
A04138,C00240,35-44,Female,Georgia,Atlanta,Southwest Airlines,"Belize City, Belize",2024-07-08,International,742.71,Premium Economy,Website,Yes,191
A04139,C00545,45-54,Female,Florida,Tampa,Southwest Airlines,"Nassau, Bahamas",2024-10-30,International,964.63,Premium Economy,Website,No,187
A04140,C00903,18-24,Female,Texas,Dallas,Alaska Airlines,"Miami, FL",2024-08-08,Domestic,262.04,Premium Economy,Mobile App,No,160
A04141,C00352,25-34,Female,Illinois,Springfield,American Airlines,"Miami, FL",2024-06-22,Domestic,266.2,Economy,Mobile App,No,126
A04142,C00147,18-24,Male,Georgia,Augusta,American Airlines,"Miami, FL",2024-10-13,Domestic,217.76,Economy,Website,No,127
A04143,C00778,55-64,Male,Georgia,Augusta,Southwest Airlines,"Atlanta, GA",2024-09-09,Domestic,309.39,Premium Economy,Website,Yes,126
A04144,C00249,25-34,Male,California,San Jose,Alaska Airlines,"Miami, FL",2024-07-06,Domestic,507.9,Business,Travel Agency,No,173
A04145,C00951,65+,Male,Arizona,Tucson,United Airlines,"Seattle, WA",2024-08-24,Domestic,286.17,Economy,Travel Agency,Yes,112
A04146,C00762,18-24,Male,New York,Rochester,Southwest Airlines,"Las Vegas, NV",2024-06-03,Domestic,1409.7,First,Travel Agency,Yes,137
A04147,C00068,25-34,Female,Florida,Orlando,United Airlines,"Chicago, IL",2024-08-06,Domestic,225.87,Economy,Website,No,154
A04148,C00454,25-34,Female,Arizona,Tucson,American Airlines,"Atlanta, GA",2024-09-26,Domestic,426.58,Premium Economy,Travel Agency,Yes,149
A04149,C00902,45-54,Female,Florida,Miami,United Airlines,"Paris, France",2024-06-03,International,839.55,Premium Economy,Website,Yes,131
A04150,C00553,35-44,Female,Oregon,Bend,Delta Airlines,"Chicago, IL",2024-07-22,Domestic,707.18,Business,Website,No,114
A04151,C00744,45-54,Male,Florida,Miami,Alaska Airlines,"Toronto, Canada",2024-07-04,International,1757.04,Business,Website,Yes,114
A04152,C00244,55-64,Female,Illinois,Naperville,Delta Airlines,"Seattle, WA",2024-09-02,Domestic,146.48,Economy,Travel Agency,No,171
A04153,C00218,45-54,Female,Oregon,Portland,Delta Airlines,"Paris, France",2024-11-01,International,772.92,Premium Economy,Mobile App,No,161
A04154,C00585,18-24,Female,California,Los Angeles,Delta Airlines,"Tokyo, Japan",2024-06-04,International,1989.77,Business,Travel Agency,Yes,172
A04155,C00261,35-44,Male,New York,Rochester,Southwest Airlines,"Seattle, WA",2024-07-20,Domestic,1401.97,First,Travel Agency,Yes,133
A04156,C00610,25-34,Female,Illinois,Springfield,Delta Airlines,"London, UK",2024-06-14,International,4470.94,First,Mobile App,Yes,145
A04157,C00973,55-64,Male,Texas,San Antonio,Southwest Airlines,"Seattle, WA",2024-10-19,Domestic,1047.59,First,Mobile App,No,166
A04158,C00859,25-34,Female,Arizona,Scottsdale,American Airlines,"Toronto, Canada",2024-08-15,International,2244.43,Business,Mobile App,Yes,158
A04159,C00268,55-64,Female,New York,New York City,United Airlines,"Chicago, IL",2024-07-26,Domestic,686.02,Business,Travel Agency,No,112
A04160,C00098,25-34,Female,Texas,San Antonio,Southwest Airlines,"Miami, FL",2024-09-01,Domestic,1151.53,First,Website,No,128
A04161,C00323,55-64,Male,California,San Diego,Southwest Airlines,"Miami, FL",2024-06-08,Domestic,361.72,Premium Economy,Travel Agency,No,181
A04162,C00967,45-54,Female,Illinois,Chicago,Alaska Airlines,"Vancouver, Canada",2024-07-04,International,1079.21,Premium Economy,Travel Agency,Yes,159
A04163,C00986,55-64,Male,California,San Francisco,United Airlines,"Paris, France",2024-10-22,International,3893.2,First,Website,Yes,147
A04164,C00942,65+,Male,Georgia,Savannah,Southwest Airlines,"Nassau, Bahamas",2024-08-10,International,740.68,Economy,Mobile App,Yes,146
A04165,C00010,45-54,Female,New York,Albany,Delta Airlines,"Seattle, WA",2024-07-21,Domestic,1410.25,First,Mobile App,No,119
A04166,C00365,55-64,Male,New York,New York City,American Airlines,"Atlanta, GA",2024-09-23,Domestic,711.41,First,Mobile App,Yes,199
A04167,C00996,45-54,Male,New York,Albany,Delta Airlines,"Amsterdam, Netherlands",2024-09-22,International,733.33,Premium Economy,Travel Agency,No,140
A04168,C00895,35-44,Female,Florida,Jacksonville,United Airlines,"Tokyo, Japan",2024-06-20,International,494.25,Economy,Mobile App,No,173
A04169,C00459,55-64,Female,Oregon,Salem,United Airlines,"Tokyo, Japan",2024-08-10,International,1965.53,Business,Website,No,121
A04170,C00030,18-24,Female,New York,Rochester,United Airlines,"Seattle, WA",2024-09-01,Domestic,471.11,Business,Mobile App,No,123
A04171,C00694,45-54,Female,Arizona,Tucson,American Airlines,"Atlanta, GA",2024-11-08,Domestic,628.85,Business,Travel Agency,Yes,124
A04172,C00887,18-24,Male,New York,New York City,United Airlines,"Miami, FL",2024-09-30,Domestic,1188.45,First,Travel Agency,Yes,179
A04173,C00143,25-34,Female,Oregon,Portland,Southwest Airlines,"Liberia, Costa Rica",2024-07-27,International,1031.04,Business,Mobile App,No,176
A04174,C00427,35-44,Female,New York,Albany,Southwest Airlines,"Seattle, WA",2024-10-02,Domestic,1448.43,First,Mobile App,Yes,150
A04175,C00639,18-24,Female,Arizona,Flagstaff,United Airlines,"Tokyo, Japan",2024-08-21,International,1722.12,Business,Website,Yes,150
A04176,C00202,18-24,Female,Arizona,Tucson,Alaska Airlines,"Miami, FL",2024-11-10,Domestic,659.72,Business,Website,Yes,179
A04177,C00388,25-34,Female,Arizona,Flagstaff,United Airlines,"London, UK",2024-07-05,International,442.02,Economy,Travel Agency,No,133
A04178,C00571,35-44,Female,Texas,Houston,Alaska Airlines,"Miami, FL",2024-08-14,Domestic,653.46,Business,Mobile App,No,108
A04179,C00086,35-44,Male,California,San Diego,Delta Airlines,"London, UK",2024-10-25,International,4827.26,First,Website,Yes,169
A04180,C00363,25-34,Female,Georgia,Augusta,Southwest Airlines,"Montego Bay, Jamaica",2024-09-04,International,4172.27,First,Travel Agency,No,193
A04181,C00848,25-34,Male,Georgia,Atlanta,Delta Airlines,"Atlanta, GA",2024-05-18,Domestic,354.05,Premium Economy,Travel Agency,No,114
A04182,C00196,25-34,Male,Oregon,Bend,Southwest Airlines,"Montego Bay, Jamaica",2024-10-08,International,2024.77,Business,Travel Agency,Yes,152
A04183,C00271,35-44,Male,Arizona,Phoenix,Southwest Airlines,"Cozumel, Mexico",2024-07-07,International,412.81,Economy,Mobile App,No,126
A04184,C00509,45-54,Male,New York,New York City,Southwest Airlines,"San Juan, Puerto Rico",2024-09-17,International,530.29,Economy,Travel Agency,Yes,186
A04185,C00291,18-24,Male,Florida,Tampa,Alaska Airlines,"Atlanta, GA",2024-08-25,Domestic,343.85,Premium Economy,Travel Agency,Yes,182
A04186,C00071,65+,Female,Arizona,Flagstaff,Delta Airlines,"Tokyo, Japan",2024-06-15,International,697.18,Economy,Website,No,108
A04187,C00113,55-64,Male,California,San Jose,American Airlines,"Paris, France",2024-06-26,International,462.84,Economy,Mobile App,No,161
A04188,C00074,65+,Female,Texas,Dallas,Alaska Airlines,"Las Vegas, NV",2024-06-11,Domestic,517.04,Business,Website,No,175
A04189,C00218,45-54,Female,Oregon,Portland,Alaska Airlines,"Vancouver, Canada",2024-06-03,International,550.01,Economy,Website,No,194
A04190,C00613,18-24,Male,Florida,Jacksonville,American Airlines,"Atlanta, GA",2024-08-13,Domestic,138.83,Economy,Mobile App,No,199
A04191,C00111,18-24,Male,Georgia,Atlanta,Alaska Airlines,"Chicago, IL",2024-06-09,Domestic,523.93,Business,Travel Agency,Yes,109
A04192,C00085,35-44,Male,Georgia,Savannah,Delta Airlines,"Miami, FL",2024-09-07,Domestic,850.88,First,Mobile App,No,161
A04193,C00629,18-24,Male,California,San Diego,Southwest Airlines,"Cancun, Mexico",2024-06-14,International,2056.1,Business,Website,No,152
A04194,C00918,65+,Male,Georgia,Savannah,American Airlines,"Atlanta, GA",2024-06-15,Domestic,197.43,Economy,Mobile App,Yes,136
A04195,C00779,55-64,Female,Illinois,Springfield,Alaska Airlines,"Toronto, Canada",2024-08-24,International,710.42,Economy,Mobile App,Yes,158
A04196,C00926,25-34,Female,Illinois,Springfield,United Airlines,"Paris, France",2024-09-17,International,814.13,Premium Economy,Website,Yes,158
A04197,C00828,25-34,Male,Florida,Orlando,Alaska Airlines,"Las Vegas, NV",2024-09-05,Domestic,556.51,Business,Website,Yes,103
A04198,C00280,45-54,Female,Florida,Orlando,Delta Airlines,"Tokyo, Japan",2024-10-23,International,640.49,Economy,Website,Yes,131
A04199,C00757,45-54,Female,Oregon,Bend,United Airlines,"Chicago, IL",2024-08-27,Domestic,304.38,Premium Economy,Website,No,119
A04200,C00412,25-34,Female,Texas,Houston,United Airlines,"London, UK",2024-05-20,International,4344.76,First,Travel Agency,No,169
A04201,C00932,18-24,Female,New York,Albany,Southwest Airlines,"Las Vegas, NV",2024-05-20,Domestic,451.71,Premium Economy,Website,Yes,102
A04202,C00963,35-44,Male,New York,New York City,Alaska Airlines,"Las Vegas, NV",2024-11-08,Domestic,530.84,Business,Website,No,164
A04203,C00600,65+,Female,Georgia,Savannah,Delta Airlines,"London, UK",2024-09-16,International,2326.58,Business,Website,Yes,200
A04204,C00771,45-54,Female,Oregon,Bend,American Airlines,"Paris, France",2024-09-14,International,476.66,Economy,Mobile App,No,190
A04205,C00532,45-54,Female,Oregon,Bend,Alaska Airlines,"Las Vegas, NV",2024-06-30,Domestic,176.49,Economy,Website,Yes,137
A04206,C00056,65+,Female,California,San Jose,Delta Airlines,"Las Vegas, NV",2024-11-04,Domestic,782.02,Business,Mobile App,Yes,120
A04207,C00627,18-24,Male,Arizona,Flagstaff,Alaska Airlines,"Las Vegas, NV",2024-10-12,Domestic,510.47,Business,Website,Yes,160
A04208,C00743,65+,Female,Oregon,Eugene,American Airlines,"Miami, FL",2024-09-28,Domestic,438.48,Premium Economy,Website,Yes,146
A04209,C00448,55-64,Female,New York,Buffalo,Delta Airlines,"Toronto, Canada",2024-07-08,International,427.16,Economy,Website,No,148
A04210,C00265,45-54,Male,Illinois,Naperville,American Airlines,"Tokyo, Japan",2024-09-18,International,4886.35,First,Travel Agency,Yes,178
A04211,C00557,55-64,Male,Oregon,Portland,United Airlines,"Miami, FL",2024-07-17,Domestic,1208.98,First,Mobile App,No,148
A04212,C00091,45-54,Female,New York,Albany,Southwest Airlines,"San Juan, Puerto Rico",2024-07-04,International,953.12,Premium Economy,Mobile App,No,108
A04213,C00975,65+,Female,Illinois,Naperville,American Airlines,"Toronto, Canada",2024-07-27,International,1506.72,Business,Travel Agency,No,136
A04214,C00695,45-54,Male,Arizona,Phoenix,Delta Airlines,"London, UK",2024-10-09,International,2444.95,Business,Website,No,156
A04215,C00839,25-34,Female,Oregon,Eugene,Delta Airlines,"Miami, FL",2024-06-26,Domestic,799.87,Business,Travel Agency,Yes,151
A04216,C00802,55-64,Male,Illinois,Naperville,Southwest Airlines,"Cancun, Mexico",2024-05-17,International,935.89,Premium Economy,Mobile App,Yes,118
A04217,C00899,25-34,Female,Illinois,Springfield,Alaska Airlines,"Miami, FL",2024-09-30,Domestic,1093.75,First,Travel Agency,Yes,140
A04218,C00745,35-44,Female,Georgia,Augusta,Southwest Airlines,"San Juan, Puerto Rico",2024-07-05,International,757.59,Premium Economy,Mobile App,No,128
A04219,C00789,45-54,Male,New York,Buffalo,American Airlines,"Miami, FL",2024-10-29,Domestic,488.81,Business,Website,Yes,186
A04220,C00660,18-24,Male,California,San Jose,Alaska Airlines,"Seattle, WA",2024-09-20,Domestic,389.02,Premium Economy,Travel Agency,Yes,104
A04221,C00499,18-24,Female,Illinois,Aurora,American Airlines,"Paris, France",2024-05-18,International,2217.42,Business,Website,Yes,160
A04222,C00584,65+,Female,Arizona,Phoenix,American Airlines,"London, UK",2024-09-08,International,784.61,Economy,Travel Agency,Yes,183
A04223,C00021,65+,Male,California,San Diego,American Airlines,"Las Vegas, NV",2024-08-25,Domestic,578.85,Business,Mobile App,Yes,148
A04224,C00449,25-34,Female,Texas,Houston,Delta Airlines,"Paris, France",2024-07-25,International,4882.88,First,Mobile App,Yes,125
A04225,C00249,25-34,Male,California,San Jose,American Airlines,"Tokyo, Japan",2024-06-09,International,431.64,Economy,Website,No,164
A04226,C00259,25-34,Male,Illinois,Springfield,Alaska Airlines,"Atlanta, GA",2024-08-30,Domestic,250.42,Premium Economy,Travel Agency,No,126
A04227,C00607,55-64,Female,New York,Albany,American Airlines,"Toronto, Canada",2024-08-10,International,832.81,Premium Economy,Travel Agency,Yes,196
A04228,C00643,25-34,Female,Illinois,Chicago,Southwest Airlines,"Havana, Cuba",2024-10-17,International,1469.69,Business,Mobile App,No,174
A04229,C00262,25-34,Female,Georgia,Augusta,Southwest Airlines,"Cozumel, Mexico",2024-10-07,International,4203.3,First,Mobile App,No,130
A04230,C00071,65+,Female,Arizona,Flagstaff,Southwest Airlines,"Cozumel, Mexico",2024-10-18,International,763.72,Economy,Mobile App,No,180
A04231,C00531,25-34,Male,Oregon,Salem,Delta Airlines,"Miami, FL",2024-08-12,Domestic,796.25,Business,Travel Agency,Yes,115
A04232,C00205,55-64,Male,Arizona,Tucson,United Airlines,"Atlanta, GA",2024-05-15,Domestic,175.03,Economy,Mobile App,No,113
A04233,C00231,55-64,Female,Illinois,Aurora,Alaska Airlines,"Miami, FL",2024-07-20,Domestic,288.12,Premium Economy,Travel Agency,Yes,116
A04234,C00913,18-24,Male,Arizona,Flagstaff,American Airlines,"Chicago, IL",2024-10-03,Domestic,285.19,Premium Economy,Website,No,166
A04235,C00926,25-34,Female,Illinois,Springfield,American Airlines,"Seattle, WA",2024-07-02,Domestic,425.26,Business,Mobile App,Yes,177
A04236,C00025,45-54,Female,Texas,Austin,United Airlines,"Tokyo, Japan",2024-10-06,International,785.85,Premium Economy,Website,Yes,107
A04237,C00065,18-24,Male,California,San Jose,Southwest Airlines,"Belize City, Belize",2024-11-12,International,1667.29,Business,Travel Agency,No,144
A04238,C00211,45-54,Female,Texas,San Antonio,Alaska Airlines,"Atlanta, GA",2024-06-21,Domestic,128.94,Economy,Travel Agency,No,105
A04239,C00484,18-24,Female,Oregon,Portland,Southwest Airlines,"Miami, FL",2024-10-02,Domestic,290.03,Economy,Mobile App,No,190
A04240,C00073,18-24,Female,Oregon,Eugene,Delta Airlines,"Atlanta, GA",2024-08-23,Domestic,354.3,Premium Economy,Mobile App,No,127
A04241,C00024,55-64,Female,Florida,Tampa,American Airlines,"Las Vegas, NV",2024-07-03,Domestic,374.83,Premium Economy,Travel Agency,No,116
A04242,C00897,18-24,Male,New York,Rochester,Southwest Airlines,"Miami, FL",2024-08-30,Domestic,444.09,Premium Economy,Website,No,140
A04243,C00184,35-44,Female,Illinois,Naperville,American Airlines,"Las Vegas, NV",2024-07-17,Domestic,283.3,Premium Economy,Travel Agency,No,158
A04244,C00174,25-34,Female,Illinois,Aurora,American Airlines,"Paris, France",2024-07-06,International,970.94,Premium Economy,Travel Agency,Yes,167
A04245,C00926,25-34,Female,Illinois,Springfield,United Airlines,"Tokyo, Japan",2024-07-27,International,1021.55,Premium Economy,Website,Yes,136
A04246,C00144,35-44,Female,Arizona,Tucson,Alaska Airlines,"Toronto, Canada",2024-05-18,International,1198.34,Premium Economy,Website,Yes,151
A04247,C00555,35-44,Male,Florida,Tampa,Alaska Airlines,"Atlanta, GA",2024-08-24,Domestic,138.19,Economy,Mobile App,Yes,104
A04248,C00299,55-64,Female,Illinois,Aurora,United Airlines,"Las Vegas, NV",2024-07-14,Domestic,271.76,Economy,Travel Agency,Yes,120
A04249,C00322,25-34,Female,California,San Francisco,Southwest Airlines,"Havana, Cuba",2024-09-22,International,1031.14,Business,Website,No,115
A04250,C00622,18-24,Female,Texas,San Antonio,United Airlines,"Toronto, Canada",2024-11-05,International,1094.28,Business,Website,No,145
A04251,C00356,65+,Female,Illinois,Aurora,Delta Airlines,"Las Vegas, NV",2024-09-29,Domestic,1198.01,First,Travel Agency,No,174
A04252,C00518,25-34,Female,California,San Jose,American Airlines,"Miami, FL",2024-10-16,Domestic,338.74,Premium Economy,Travel Agency,No,132
A04253,C00616,45-54,Male,New York,Albany,American Airlines,"Toronto, Canada",2024-05-22,International,2138.75,First,Mobile App,Yes,108
A04254,C00844,35-44,Male,New York,Buffalo,Delta Airlines,"Las Vegas, NV",2024-10-27,Domestic,102.29,Economy,Travel Agency,No,169
A04255,C00075,45-54,Male,New York,New York City,American Airlines,"Toronto, Canada",2024-07-25,International,3030.74,First,Website,Yes,177
A04256,C00073,18-24,Female,Oregon,Eugene,United Airlines,"Paris, France",2024-06-19,International,617.24,Economy,Travel Agency,No,134
A04257,C00576,18-24,Female,Oregon,Bend,Delta Airlines,"Chicago, IL",2024-06-03,Domestic,194.89,Economy,Travel Agency,Yes,125
A04258,C00112,55-64,Female,New York,Albany,American Airlines,"Tokyo, Japan",2024-06-27,International,838.15,Premium Economy,Travel Agency,Yes,171
A04259,C00516,35-44,Female,Illinois,Springfield,Southwest Airlines,"San Juan, Puerto Rico",2024-11-03,International,669.97,Economy,Travel Agency,No,161
A04260,C00334,18-24,Female,Texas,Austin,American Airlines,"Seattle, WA",2024-06-23,Domestic,172.22,Economy,Mobile App,No,178
A04261,C00298,45-54,Male,New York,New York City,American Airlines,"London, UK",2024-10-10,International,515.45,Economy,Website,Yes,111
A04262,C00207,65+,Female,Texas,Dallas,American Airlines,"Atlanta, GA",2024-06-05,Domestic,544.77,Business,Mobile App,Yes,198
A04263,C00929,25-34,Male,Texas,Austin,Alaska Airlines,"Las Vegas, NV",2024-10-03,Domestic,279.98,Economy,Mobile App,Yes,170
A04264,C00334,18-24,Female,Texas,Austin,Delta Airlines,"Paris, France",2024-07-06,International,711.89,Economy,Website,No,161
A04265,C00013,65+,Female,Arizona,Phoenix,Delta Airlines,"Atlanta, GA",2024-09-20,Domestic,462.3,Premium Economy,Mobile App,Yes,137
A04266,C00826,18-24,Male,Georgia,Augusta,American Airlines,"Toronto, Canada",2024-06-30,International,3533.65,First,Website,No,120
A04267,C00463,45-54,Female,New York,Albany,Southwest Airlines,"Havana, Cuba",2024-09-01,International,720.12,Economy,Travel Agency,No,158
A04268,C00219,65+,Male,Texas,Houston,American Airlines,"Chicago, IL",2024-06-23,Domestic,407.18,Business,Travel Agency,No,119
A04269,C00216,18-24,Male,Texas,San Antonio,Delta Airlines,"Las Vegas, NV",2024-10-21,Domestic,565.0,Business,Mobile App,No,198
A04270,C00946,18-24,Female,New York,Buffalo,Southwest Airlines,"Nassau, Bahamas",2024-08-06,International,2244.84,Business,Travel Agency,No,108
A04271,C00859,25-34,Female,Arizona,Scottsdale,American Airlines,"Seattle, WA",2024-06-25,Domestic,1070.11,First,Website,Yes,111
A04272,C00232,18-24,Female,Georgia,Savannah,Delta Airlines,"Las Vegas, NV",2024-06-24,Domestic,152.17,Economy,Mobile App,No,185
A04273,C00031,65+,Male,Texas,San Antonio,American Airlines,"Paris, France",2024-10-07,International,3198.99,First,Website,No,102
A04274,C00865,65+,Female,New York,Albany,Alaska Airlines,"Toronto, Canada",2024-11-09,International,480.03,Economy,Mobile App,No,104
A04275,C00606,55-64,Female,New York,Buffalo,Alaska Airlines,"Atlanta, GA",2024-08-18,Domestic,522.37,Business,Travel Agency,Yes,113
A04276,C00092,18-24,Female,Texas,Houston,Southwest Airlines,"Havana, Cuba",2024-05-15,International,1695.59,Business,Website,Yes,108
A04277,C00753,18-24,Male,Oregon,Eugene,Alaska Airlines,"Toronto, Canada",2024-05-26,International,980.09,Premium Economy,Website,Yes,165
A04278,C00826,18-24,Male,Georgia,Augusta,Delta Airlines,"Las Vegas, NV",2024-09-06,Domestic,191.91,Economy,Website,No,152
A04279,C00621,25-34,Female,Illinois,Springfield,United Airlines,"Frankfurt, Germany",2024-09-13,International,598.65,Economy,Website,No,112
A04280,C00980,35-44,Female,Florida,Miami,American Airlines,"Seattle, WA",2024-05-22,Domestic,256.63,Economy,Website,No,191
A04281,C00989,35-44,Male,California,San Francisco,Southwest Airlines,"Liberia, Costa Rica",2024-07-29,International,1995.06,Business,Travel Agency,No,101
A04282,C00008,55-64,Female,Oregon,Portland,American Airlines,"Chicago, IL",2024-07-12,Domestic,161.71,Economy,Travel Agency,Yes,103
A04283,C00060,45-54,Male,Florida,Miami,American Airlines,"Miami, FL",2024-11-08,Domestic,126.13,Economy,Travel Agency,Yes,200
A04284,C00421,25-34,Male,Illinois,Springfield,Delta Airlines,"Chicago, IL",2024-09-02,Domestic,371.18,Premium Economy,Travel Agency,No,121
A04285,C00959,18-24,Male,Georgia,Augusta,Alaska Airlines,"Atlanta, GA",2024-09-15,Domestic,252.78,Premium Economy,Mobile App,No,139
A04286,C00489,35-44,Female,California,San Jose,Alaska Airlines,"Miami, FL",2024-05-16,Domestic,809.4,First,Travel Agency,No,177
A04287,C00100,45-54,Female,Florida,Orlando,Alaska Airlines,"Vancouver, Canada",2024-11-12,International,781.46,Economy,Mobile App,Yes,115
A04288,C00969,18-24,Female,Illinois,Aurora,Southwest Airlines,"Las Vegas, NV",2024-11-10,Domestic,1290.14,First,Travel Agency,Yes,114
A04289,C00536,55-64,Female,Arizona,Phoenix,United Airlines,"Miami, FL",2024-09-04,Domestic,168.41,Economy,Travel Agency,Yes,189
A04290,C00259,25-34,Male,Illinois,Springfield,United Airlines,"Toronto, Canada",2024-10-30,International,2388.25,Business,Travel Agency,No,167
A04291,C00111,18-24,Male,Georgia,Atlanta,American Airlines,"Miami, FL",2024-08-08,Domestic,583.58,Business,Website,Yes,175
A04292,C00626,45-54,Female,Texas,Austin,United Airlines,"Paris, France",2024-07-03,International,2437.59,Business,Mobile App,No,145
A04293,C00223,18-24,Female,Texas,Houston,United Airlines,"Chicago, IL",2024-09-18,Domestic,320.62,Premium Economy,Travel Agency,Yes,145
A04294,C00691,45-54,Male,Florida,Tampa,Alaska Airlines,"Chicago, IL",2024-06-08,Domestic,408.99,Business,Mobile App,No,126
A04295,C00512,55-64,Male,California,San Jose,American Airlines,"Seattle, WA",2024-10-05,Domestic,386.55,Premium Economy,Website,Yes,118
A04296,C00318,18-24,Male,Illinois,Chicago,American Airlines,"London, UK",2024-09-08,International,1012.2,Premium Economy,Travel Agency,Yes,192
A04297,C00870,55-64,Male,California,San Jose,Alaska Airlines,"Miami, FL",2024-09-26,Domestic,303.74,Premium Economy,Mobile App,Yes,166
A04298,C00990,45-54,Male,Illinois,Chicago,United Airlines,"Paris, France",2024-11-12,International,953.74,Premium Economy,Travel Agency,Yes,134
A04299,C00670,35-44,Female,Georgia,Savannah,American Airlines,"Las Vegas, NV",2024-10-29,Domestic,1082.77,First,Travel Agency,Yes,108
A04300,C00742,45-54,Female,California,San Francisco,American Airlines,"London, UK",2024-10-19,International,2194.78,Business,Travel Agency,No,146
A04301,C00717,25-34,Male,Georgia,Columbus,United Airlines,"Atlanta, GA",2024-07-20,Domestic,293.29,Economy,Website,Yes,121
A04302,C00793,35-44,Male,California,San Francisco,Alaska Airlines,"Toronto, Canada",2024-11-10,International,568.6,Economy,Mobile App,No,176
